,d0_loss,d0_acc,d1_loss,d1_acc,g_loss
34,0.004947315639583394,1.0,0.35047473944723606,0.875,4.843125939369202
35,0.013418484013527632,1.0,0.14928367920219898,0.9765625,3.8687762022018433
36,0.019542996655218303,1.0,0.03603681200183928,1.0,4.177919983863831
37,0.013452857732772827,1.0,0.023750891676172614,1.0,4.041267566382885
38,0.10199804767034948,0.875,0.03768904716707766,1.0,5.904977917671204
39,0.002599287312477827,1.0,0.0927344961091876,1.0,5.9561687707901
40,0.002794621657812968,1.0,0.0409557712264359,1.0,5.789791822433472
41,0.0033736943441908807,1.0,0.021922707092016935,1.0,5.596009194850922
42,0.0038547313888557255,1.0,0.016685215290635824,1.0,5.548964083194733
43,0.003828451706795022,1.0,0.01581608084961772,1.0,5.6203442215919495
44,0.003536125674145296,1.0,0.014564554672688246,1.0,5.711966872215271
45,0.0031987363181542605,1.0,0.014151463285088539,1.0,5.789937138557434
46,0.0030234568112064153,1.0,0.013847330934368074,1.0,5.826079428195953
47,0.0029493147740140557,1.0,0.013707925798371434,1.0,5.818688213825226
48,0.002979363896884024,1.0,0.013386717881076038,1.0,5.696049094200134
49,0.0051373158930800855,1.0,0.013416490517556667,1.0,2.6708011655136943
50,0.7261789566837251,0.75,0.1788415473420173,0.953125,7.154173254966736
51,0.0007221575069706887,1.0,0.4396262913942337,0.84375,7.279119551181793
52,0.0006764739518985152,1.0,0.3077910114079714,0.890625,7.283482670783997
53,0.0007185575450421311,1.0,0.21068389527499676,0.953125,7.194917142391205
54,0.000801640773715917,1.0,0.05798454163596034,1.0,7.0821213722229
55,0.0008796010224614292,1.0,0.029381104046478868,1.0,6.9775296449661255
56,0.0009841285209404305,1.0,0.021305034402757883,1.0,6.75667929649353
57,0.2524276977928821,0.875,0.06525889621116221,0.9921875,4.570161052048206
58,0.0007351153035415336,1.0,0.3053661435842514,0.8984375,7.156933844089508
59,0.0008928466777433641,1.0,0.16806830186396837,0.9375,6.848684072494507
60,0.0013059386110398918,1.0,0.06574861938133836,0.9921875,6.421278119087219
61,0.0019120089709758759,1.0,0.021322701824828982,1.0,6.067359387874603
62,0.0025547868863213807,1.0,0.013206606265157461,1.0,5.906506299972534
63,0.0027362037799321115,1.0,0.012174592935480177,1.0,5.911639928817749
64,0.0026053220499306917,1.0,0.011747220298275352,1.0,5.978143036365509
65,0.002390407316852361,1.0,0.011941999779082835,1.0,6.09109091758728
66,0.002220345748355612,1.0,0.011330261011607945,1.0,6.177189350128174
67,0.0020937414083164185,1.0,0.01014639891218394,1.0,6.2286723256111145
68,0.0019329391507199034,1.0,0.010141614126041532,1.0,6.296813726425171
69,0.0018345025746384636,1.0,0.011230463278479874,1.0,6.351031720638275
70,0.001747769012581557,1.0,0.010402452200651169,1.0,6.386969208717346
71,0.0016928501281654462,1.0,0.009997543878853321,1.0,6.409616410732269
72,0.0015811222401680425,1.0,0.010203553829342127,1.0,6.4500612616539
73,0.001621278512175195,1.0,0.009600647957995534,1.0,6.454141855239868
74,0.0015533698169747368,1.0,0.009567846893332899,1.0,6.501595973968506
75,0.0015215922467177734,1.0,0.009335673181340098,1.0,6.49498051404953
76,0.0015029369824333116,1.0,0.009279470075853169,1.0,6.522592902183533
77,0.0015015125536592677,1.0,0.009352439665235579,1.0,6.557469427585602
